Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bin,Total Space
Brighton,3,t,Hodges,5/28/2016,11.2,3186,3,2,2,495,Southern Metropolitan,10579,1425000,Nearby,10
Brighton,4,h,RT,5/28/2016,11.2,3186,4,1,2,695,Southern Metropolitan,10579,2405000,Nearby,11
Brighton East,3,t,hockingstuart,5/28/2016,10.7,3187,3,2,2,297,Southern Metropolitan,6938,1230000,Nearby,10
Brighton East,4,h,Buxton,5/28/2016,10.7,3187,4,1,2,656,Southern Metropolitan,6938,1389000,Nearby,11
Brighton East,2,u,Buxton,5/28/2016,10.7,3187,2,1,1,227,Southern Metropolitan,6938,750000,Nearby,6
Brighton East,3,u,Buxton,5/28/2016,10.7,3187,3,2,1,227,Southern Metropolitan,6938,1245000,Nearby,9
Brighton East,4,h,Buxton,5/28/2016,10.7,3187,4,2,2,757,Southern Metropolitan,6938,2310000,Nearby,12
Brunswick,3,t,Nelson,5/28/2016,5.2,3056,2,2,1,145,Northern Metropolitan,11918,822000,Nearby,8
Brunswick,4,h,Jellis,5/28/2016,5.2,3056,4,2,1,460,Northern Metropolitan,11918,1410000,Nearby,11
Brunswick,3,h,Nelson,5/28/2016,5.2,3056,3,1,1,346,Northern Metropolitan,11918,1550000,Nearby,8
Brunswick,3,h,Nelson,5/28/2016,5.2,3056,3,2,1,4676,Northern Metropolitan,11918,740000,Nearby,9
Brunswick,3,h,Woodards,5/28/2016,5.2,3056,3,1,2,996,Northern Metropolitan,11918,947000,Nearby,9
Brunswick,2,u,Nelson,5/28/2016,5.2,3056,2,1,2,50,Northern Metropolitan,11918,592500,Nearby,7
Brunswick,3,h,Nelson,5/28/2016,5.2,3056,3,1,1,480,Northern Metropolitan,11918,1317000,Nearby,8
Brunswick,1,u,Nelson,5/28/2016,5.2,3056,1,1,1,50,Northern Metropolitan,11918,370000,Nearby,4
Brunswick,2,h,Nelson,5/28/2016,5.2,3056,2,1,1,199,Northern Metropolitan,11918,765000,Nearby,6
Brunswick,2,u,Jellis,5/28/2016,5.2,3056,1,1,1,50,Northern Metropolitan,11918,410000,Nearby,5
Brunswick West,4,h,Nelson,5/28/2016,5.9,3055,4,1,2,519,Northern Metropolitan,7082,1150000,Nearby,11
Brunswick West,4,h,Nelson,5/28/2016,5.9,3055,3,3,1,482,Northern Metropolitan,7082,1600000,Nearby,11
Brunswick West,2,t,Nelson,5/28/2016,5.9,3055,2,1,1,69,Northern Metropolitan,7082,598000,Nearby,6
Brunswick West,2,u,Hodges,5/28/2016,5.9,3055,2,1,1,50,Northern Metropolitan,7082,497000,Nearby,6
Brunswick West,2,u,hockingstuart,5/28/2016,5.9,3055,2,1,2,50,Northern Metropolitan,7082,403000,Nearby,7
Bulleen,4,h,Jellis,5/28/2016,11.8,3105,4,2,2,740,Eastern Metropolitan,4480,1351000,Nearby,12
Bulleen,2,h,Jellis,5/28/2016,11.8,3105,2,1,2,609,Eastern Metropolitan,4480,1060000,Nearby,7
Bulleen,3,h,Jellis,5/28/2016,11.8,3105,3,1,2,602,Eastern Metropolitan,4480,1063000,Nearby,9
Burwood,3,h,Noel,5/28/2016,11.7,3125,3,1,1,589,Southern Metropolitan,5678,1000000,Nearby,8
Burwood,4,u,Lindellas,5/28/2016,11.7,3125,4,2,1,50,Southern Metropolitan,5678,800000,Nearby,11
Camberwell,5,h,Weast,5/28/2016,7.8,3124,5,4,2,741,Southern Metropolitan,8920,3320000,Nearby,16
Camberwell,4,h,Jellis,5/28/2016,7.8,3124,3,3,1,593,Southern Metropolitan,8920,3710000,Nearby,11
Camberwell,5,h,Marshall,5/28/2016,7.8,3124,4,3,2,603,Southern Metropolitan,8920,2125000,Nearby,14
Camberwell,4,h,Marshall,5/28/2016,7.8,3124,3,3,1,593,Southern Metropolitan,8920,3250000,Nearby,11
Camberwell,4,h,Jellis,5/28/2016,7.8,3124,4,2,2,686,Southern Metropolitan,8920,2030000,Nearby,12
Camberwell,4,h,RT,5/28/2016,7.8,3124,4,3,1,50,Southern Metropolitan,8920,2750000,Nearby,12
Canterbury,4,t,Fletchers,5/28/2016,9,3126,4,2,2,780,Southern Metropolitan,3265,1742000,Nearby,12
Canterbury,5,h,Jellis,5/28/2016,9,3126,3,3,1,593,Southern Metropolitan,3265,5110000,Nearby,12
Canterbury,5,h,Jellis,5/28/2016,9,3126,3,3,1,593,Southern Metropolitan,3265,2750000,Nearby,12
Carnegie,4,h,hockingstuart,5/28/2016,11.4,3163,3,3,2,454,Southern Metropolitan,7822,1518000,Nearby,12
Carnegie,2,u,Buxton,5/28/2016,11.4,3163,2,1,1,99,Southern Metropolitan,7822,632500,Nearby,6
Carnegie,2,u,Gary,5/28/2016,11.4,3163,2,1,1,50,Southern Metropolitan,7822,435000,Nearby,6
Carnegie,3,t,Gary,5/28/2016,11.4,3163,3,3,1,267,Southern Metropolitan,7822,1190000,Nearby,10
Caulfield North,2,u,Gary,5/28/2016,8.1,3161,2,1,2,50,Southern Metropolitan,6923,570000,Nearby,7
Caulfield North,2,u,Gary,5/28/2016,8.1,3161,2,1,1,50,Southern Metropolitan,6923,550000,Nearby,6
Caulfield North,2,u,Jellis,5/28/2016,8.1,3161,1,1,1,50,Southern Metropolitan,6923,505000,Nearby,5
Caulfield South,4,h,hockingstuart,5/28/2016,9.3,3162,3,2,2,641,Southern Metropolitan,5051,1570000,Nearby,11
Caulfield South,4,h,Biggin,5/28/2016,9.3,3162,4,2,2,630,Southern Metropolitan,5051,1916000,Nearby,12
Chadstone,3,t,Buxton,5/28/2016,13.6,3148,3,2,1,177,Southern Metropolitan,3582,845000,Nearby,9
Clifton Hill,3,t,Raine,5/28/2016,3.4,3068,2,2,1,145,Northern Metropolitan,2954,810000,Nearby,8
Coburg,3,h,Nelson,5/28/2016,7.8,3058,3,1,1,563,Northern Metropolitan,11204,1370000,Nearby,8
Coburg,2,h,Nelson,5/28/2016,7.8,3058,2,1,2,381,Northern Metropolitan,11204,700000,Nearby,7
Coburg,3,t,Nelson,5/28/2016,7.8,3058,3,2,1,213,Northern Metropolitan,11204,810000,Nearby,9
Coburg,2,u,Raine,5/28/2016,7.8,3058,2,1,1,50,Northern Metropolitan,11204,445000,Nearby,6
Coburg,4,h,Jellis,5/28/2016,7.8,3058,4,1,1,576,Northern Metropolitan,11204,838000,Nearby,10
Coburg,2,h,Nelson,5/28/2016,7.8,3058,2,1,1,370,Northern Metropolitan,11204,810000,Nearby,6
Coburg,4,h,Nelson,5/28/2016,7.8,3058,4,1,2,633,Northern Metropolitan,11204,1150000,Nearby,11
Coburg,4,h,Brad,5/28/2016,7.8,3058,3,1,1,412,Northern Metropolitan,11204,931000,Nearby,9
Coburg North,3,h,Brad,5/28/2016,9.2,3058,3,3,1,482,Northern Metropolitan,3445,785000,Nearby,10
Collingwood,2,u,Biggin,5/28/2016,1.6,3066,2,1,1,50,Northern Metropolitan,4553,450000,Nearby,6
Doncaster,4,h,Jellis,5/28/2016,13.9,3108,4,2,4,769,Eastern Metropolitan,9028,1810000,Nearby,14
Doncaster,3,h,Barry,5/28/2016,13.9,3108,3,3,1,693.5,Eastern Metropolitan,9028,1150000,Nearby,10
Doncaster,3,t,Jellis,5/28/2016,13.9,3108,3,3,1,236,Eastern Metropolitan,9028,901000,Nearby,10
Eaglemont,1,u,Miles,5/28/2016,10.3,3084,2,2,1,208,Eastern Metropolitan,1651,400000,Nearby,6
Elsternwick,2,u,Gary,5/28/2016,8.5,3185,0,0,0,50,Southern Metropolitan,4898,410000,Nearby,2
Elsternwick,2,u,Hodges,5/28/2016,8.5,3185,2,1,0,50,Southern Metropolitan,4898,577000,Nearby,5
Elwood,2,u,Chisholm,5/28/2016,7.7,3184,1,1,1,50,Southern Metropolitan,8989,640000,Nearby,5
Elwood,3,h,Chisholm,5/28/2016,7.7,3184,3,2,2,374,Southern Metropolitan,8989,1830000,Nearby,10
Essendon,3,h,Red,5/28/2016,8,3040,3,2,3,440,Western Metropolitan,9264,1500000,Nearby,11
Essendon,3,t,Nelson,5/28/2016,8,3040,2,2,1,200,Western Metropolitan,9264,925000,Nearby,8
Essendon,3,h,Nelson,5/28/2016,8,3040,3,1,2,605,Western Metropolitan,9264,1290000,Nearby,9
Essendon,3,t,Frank,5/28/2016,8,3040,2,2,1,200,Western Metropolitan,9264,1275000,Nearby,8
Essendon,3,h,Nelson,5/28/2016,8,3040,3,1,1,429,Western Metropolitan,9264,1045000,Nearby,8
Fairfield,3,h,Jellis,5/28/2016,5.8,3078,1,1,1,453,Northern Metropolitan,2970,1510000,Nearby,6
Fairfield,2,u,Barry,5/28/2016,5.8,3078,1,1,1,50,Northern Metropolitan,2970,699900,Nearby,5
Fitzroy North,3,t,Woodards,5/28/2016,3.5,3068,3,2,2,50,Northern Metropolitan,6244,775000,Nearby,10
Fitzroy North,3,h,Nelson,5/28/2016,3.5,3068,3,3,1,482,Northern Metropolitan,6244,1192500,Nearby,10
Fitzroy North,3,h,Jellis,5/28/2016,3.5,3068,3,1,0,193,Northern Metropolitan,6244,1581000,Nearby,7
Flemington,2,u,Jellis,5/28/2016,4.4,3031,2,1,1,50,Northern Metropolitan,3593,420500,Nearby,6
Footscray,3,h,Sweeney,5/28/2016,6.4,3011,3,2,0,458,Western Metropolitan,7570,767500,Nearby,8
Footscray,3,t,Jas,5/28/2016,6.4,3011,2,2,1,200,Western Metropolitan,7570,740000,Nearby,8
Footscray,2,u,Greg,5/28/2016,6.4,3011,2,2,1,50,Western Metropolitan,7570,395000,Nearby,7
Footscray,4,h,Biggin,5/28/2016,6.4,3011,4,2,1,369,Western Metropolitan,7570,815000,Nearby,11
Glen Iris,2,u,hockingstuart,5/28/2016,9.2,3146,2,1,1,50,Southern Metropolitan,10412,390000,Nearby,6
Glen Iris,5,h,RT,5/28/2016,9.2,3146,5,2,2,1339,Southern Metropolitan,10412,3365000,Nearby,14
Glen Iris,4,h,Noel,5/28/2016,9.2,3146,3,2,3,397,Southern Metropolitan,10412,1390000,Nearby,12
Glen Iris,4,h,J,5/28/2016,9.2,3146,4,3,2,394,Southern Metropolitan,10412,1802000,Nearby,13
Glenroy,4,h,Melbourne,5/28/2016,13,3046,3,3,1,482,Northern Metropolitan,8870,640000,Nearby,11
Glenroy,3,t,Nelson,5/28/2016,13,3046,3,2,1,215,Northern Metropolitan,8870,440000,Nearby,9
Glenroy,3,h,Raine,5/28/2016,13,3046,3,1,1,348,Northern Metropolitan,8870,501000,Nearby,8
Gowanbrae,4,h,Nelson,5/28/2016,13.6,3043,3,3,1,537,Western Metropolitan,1071,880000,Nearby,11
Hampton,4,h,RT,5/28/2016,13.7,3188,4,2,1,667,Southern Metropolitan,5454,1800000,Nearby,11
Hampton,3,h,hockingstuart,5/28/2016,13.7,3188,3,3,1,593,Southern Metropolitan,5454,1105000,Nearby,10
Hampton,4,h,Nick,5/28/2016,13.7,3188,3,3,1,593,Southern Metropolitan,5454,1200000,Nearby,11
Hampton,4,t,Buxton,5/28/2016,13.7,3188,3,3,1,267,Southern Metropolitan,5454,1530000,Nearby,11
Hampton,4,h,hockingstuart,5/28/2016,13.7,3188,4,2,1,577,Southern Metropolitan,5454,2160000,Nearby,11
Hampton,3,h,Hodges,5/28/2016,13.7,3188,3,3,1,593,Southern Metropolitan,5454,1050000,Nearby,10
Hampton East,4,t,RT,5/28/2016,14.5,3188,4,3,1,300,Southern Metropolitan,2356,1185000,Nearby,12
Hampton East,3,h,Buxton,5/28/2016,14.5,3188,3,2,2,586,Southern Metropolitan,2356,1300000,Nearby,10
Hawthorn,1,u,Kay,5/28/2016,4.6,3122,1,1,1,50,Southern Metropolitan,11308,382000,Nearby,4
Hawthorn,1,u,hockingstuart,5/28/2016,4.6,3122,1,1,1,50,Southern Metropolitan,11308,275000,Nearby,4
Hawthorn,1,u,Kay,5/28/2016,4.6,3122,1,1,1,50,Southern Metropolitan,11308,499000,Nearby,4
Hawthorn,2,u,Kay,5/28/2016,4.6,3122,2,1,1,50,Southern Metropolitan,11308,495000,Nearby,6
Hawthorn,5,h,Marshall,5/28/2016,4.6,3122,5,3,2,827,Southern Metropolitan,11308,3750000,Nearby,15
Heidelberg Heights,2,h,Miles,5/28/2016,10.5,3081,2,1,2,586,Eastern Metropolitan,2947,590000,Nearby,7
Heidelberg Heights,2,h,Barry,5/28/2016,10.5,3081,2,1,3,932,Eastern Metropolitan,2947,920000,Nearby,8
Heidelberg Heights,2,h,Nelson,5/28/2016,10.5,3081,2,1,2,508,Eastern Metropolitan,2947,460000,Nearby,7
Heidelberg Heights,3,h,Coventry,5/28/2016,10.5,3081,3,1,4,552,Eastern Metropolitan,2947,662500,Nearby,11
Heidelberg West,2,h,Ray,5/28/2016,9.4,3081,2,1,1,422,Eastern Metropolitan,2674,415000,Nearby,6
Heidelberg West,3,h,Barry,5/28/2016,9.4,3081,3,1,2,372,Eastern Metropolitan,2674,392000,Nearby,9
Heidelberg West,3,h,Nelson,5/28/2016,9.4,3081,3,1,2,1179,Eastern Metropolitan,2674,961000,Nearby,9
Heidelberg West,4,t,Jellis,5/28/2016,9.4,3081,3,3,1,236,Eastern Metropolitan,2674,755000,Nearby,11
Heidelberg West,3,h,Nelson,5/28/2016,9.4,3081,3,1,1,536,Eastern Metropolitan,2674,507000,Nearby,8
Ivanhoe,4,h,Miles,5/28/2016,7.9,3079,4,3,3,719,Eastern Metropolitan,5549,2595000,Nearby,14
Kealba,3,h,Brad,5/28/2016,15,3021,3,1,2,548,Western Metropolitan,1202,450000,Moderately close,9
Keilor East,4,h,Brad,5/28/2016,12.8,3033,4,3,2,579,Western Metropolitan,5629,847000,Nearby,13
Keilor East,3,h,Nelson,5/28/2016,12.8,3033,3,3,1,537,Western Metropolitan,5629,810000,Nearby,10
Keilor East,3,h,Nelson,5/28/2016,12.8,3033,3,1,2,616,Western Metropolitan,5629,705000,Nearby,9
Kensington,2,h,Alexkarbon,5/28/2016,4.2,3031,2,1,1,173,Northern Metropolitan,5263,806000,Nearby,6
Kensington,1,t,Nelson,5/28/2016,4.2,3031,2,2,1,145,Northern Metropolitan,5263,387500,Nearby,6
Kensington,1,u,Nelson,5/28/2016,4.2,3031,1,1,1,50,Northern Metropolitan,5263,330000,Nearby,4
Kensington,3,h,Nelson,5/28/2016,4.2,3031,2,2,2,84,Northern Metropolitan,5263,829000,Nearby,9
Kew,4,h,Marshall,5/28/2016,5.6,3101,4,3,3,800,Southern Metropolitan,10331,4005000,Nearby,14
Kew,3,h,Marshall,5/28/2016,5.6,3101,3,3,1,593,Southern Metropolitan,10331,2003000,Nearby,10
Kew,3,h,Nelson,5/28/2016,5.6,3101,3,1,1,633,Southern Metropolitan,10331,1211000,Nearby,8
Kew,2,u,Jellis,5/28/2016,5.6,3101,2,1,1,121,Southern Metropolitan,10331,891000,Nearby,6
Kew,5,h,Marshall,5/28/2016,5.6,3101,3,3,1,593,Southern Metropolitan,10331,3500000,Nearby,12
Kew,4,h,Jellis,5/28/2016,5.6,3101,3,3,1,593,Southern Metropolitan,10331,4501000,Nearby,11
Kew,3,u,hockingstuart,5/28/2016,5.6,3101,3,1,1,50,Southern Metropolitan,10331,620000,Nearby,8
Maidstone,4,h,Sweeney,5/28/2016,9.2,3012,4,1,1,595,Western Metropolitan,3873,675000,Nearby,10
Malvern,3,u,Jellis,5/28/2016,7.4,3144,3,2,1,176,Southern Metropolitan,4675,1000000,Nearby,9
Malvern East,3,h,RT,5/28/2016,11.2,3145,3,1,2,764,Southern Metropolitan,8801,1650000,Nearby,9
Malvern East,2,u,Marshall,5/28/2016,11.2,3145,1,1,1,50,Southern Metropolitan,8801,530000,Nearby,5
Maribyrnong,3,h,Biggin,5/28/2016,8.7,3032,3,2,2,203,Western Metropolitan,4918,820000,Nearby,10
Maribyrnong,3,h,Jas,5/28/2016,8.7,3032,3,1,1,695,Western Metropolitan,4918,940000,Nearby,8
Maribyrnong,3,t,Rendina,5/28/2016,8.7,3032,2,2,1,200,Western Metropolitan,4918,1150000,Nearby,8
Maribyrnong,4,h,Jas,5/28/2016,8.7,3032,4,2,1,573,Western Metropolitan,4918,1030000,Nearby,11
Maribyrnong,5,h,Changing,5/28/2016,8.7,3032,5,3,5,670,Western Metropolitan,4918,1350000,Nearby,18
Melbourne,2,u,Greg,5/28/2016,2.8,3000,1,1,1,50,Northern Metropolitan,17496,720000,Nearby,5
Melbourne,3,u,hockingstuart,5/28/2016,2.8,3000,2,2,1,50,Northern Metropolitan,17496,760000,Nearby,8
Mont Albert,3,h,Jellis,5/28/2016,11.8,3127,3,3,1,693.5,Eastern Metropolitan,2079,1650000,Nearby,10
Mont Albert,2,u,hockingstuart,5/28/2016,11.8,3127,2,1,1,50,Eastern Metropolitan,2079,520000,Nearby,6
Moonee Ponds,2,u,Woodards,5/28/2016,6.9,3039,2,1,2,217,Western Metropolitan,6232,730000,Nearby,7
Moonee Ponds,2,h,Barry,5/28/2016,6.9,3039,2,1,1,50,Western Metropolitan,6232,831000,Nearby,6
Moorabbin,4,h,Buxton,5/28/2016,14.6,3189,3,1,2,688,Southern Metropolitan,2555,1035000,Nearby,10
Moorabbin,3,h,hockingstuart,5/28/2016,14.6,3189,3,1,1,653,Southern Metropolitan,2555,920000,Nearby,8
Moorabbin,4,h,Gary,5/28/2016,14.6,3189,4,2,2,588,Southern Metropolitan,2555,1160000,Nearby,12
Moorabbin,3,h,Buxton,5/28/2016,14.6,3189,3,1,2,538,Southern Metropolitan,2555,825000,Nearby,9
Newport,3,h,Jas,5/28/2016,8.4,3015,4,2,1,487,Western Metropolitan,5498,945000,Nearby,10
Niddrie,4,h,Paul,5/28/2016,11.2,3042,4,3,2,424,Western Metropolitan,2291,1160000,Nearby,13
Niddrie,3,t,Nelson,5/28/2016,11.2,3042,2,2,1,200,Western Metropolitan,2291,740000,Nearby,8
Niddrie,3,t,Nelson,5/28/2016,11.2,3042,2,2,1,200,Western Metropolitan,2291,905000,Nearby,8
Niddrie,3,h,Brad,5/28/2016,11.2,3042,3,1,1,643,Western Metropolitan,2291,1105000,Nearby,8
North Melbourne,3,t,Alexkarbon,5/28/2016,2.3,3051,3,2,1,64,Northern Metropolitan,6821,1065000,Nearby,9
Northcote,4,h,hockingstuart,5/28/2016,5.5,3070,3,1,1,465,Northern Metropolitan,11364,1420000,Nearby,9
Northcote,4,h,hockingstuart,5/28/2016,5.5,3070,4,2,1,489,Northern Metropolitan,11364,1950000,Nearby,11
Northcote,5,h,hockingstuart,5/28/2016,5.5,3070,5,3,2,344,Northern Metropolitan,11364,1820000,Nearby,15
Northcote,4,h,hockingstuart,5/28/2016,5.5,3070,3,2,1,537,Northern Metropolitan,11364,1900000,Nearby,10
Oak Park,3,h,Stockdale,5/28/2016,11.5,3046,3,3,1,482,Northern Metropolitan,2651,940000,Nearby,10
Oakleigh South,3,t,Buxton,5/28/2016,14.7,3167,2,2,1,248,South-Eastern Metropolitan,3692,935000,Nearby,8
Oakleigh South,3,h,Woodards,5/28/2016,14.7,3167,3,3,2,632,South-Eastern Metropolitan,3692,800000,Nearby,11
Oakleigh South,4,h,Greg,5/28/2016,14.7,3167,4,2,2,539,South-Eastern Metropolitan,3692,937500,Nearby,12
Pascoe Vale,2,h,Considine,5/28/2016,9.9,3044,2,1,1,111,Northern Metropolitan,7485,525500,Nearby,6
Pascoe Vale,2,t,Brad,5/28/2016,9.9,3044,2,2,1,145,Northern Metropolitan,7485,555000,Nearby,7
Pascoe Vale,3,h,Brad,5/28/2016,9.9,3044,3,1,1,522,Northern Metropolitan,7485,612500,Nearby,8
Port Melbourne,1,u,Greg,5/28/2016,3.8,3207,1,1,1,50,Southern Metropolitan,8648,400000,Nearby,4
Port Melbourne,2,u,Marshall,5/28/2016,3.8,3207,2,1,2,50,Southern Metropolitan,8648,900000,Nearby,7
Port Melbourne,1,u,Marshall,5/28/2016,3.8,3207,1,1,1,50,Southern Metropolitan,8648,470000,Nearby,4
Port Melbourne,4,h,Cayzer,5/28/2016,3.8,3207,3,3,2,232,Southern Metropolitan,8648,2160000,Nearby,12
Port Melbourne,3,h,Marshall,5/28/2016,3.8,3207,3,1,0,50,Southern Metropolitan,8648,1380000,Nearby,7
Prahran,3,h,Marshall,5/28/2016,4.5,3181,3,1,1,231,Southern Metropolitan,7717,1255000,Nearby,8
Prahran,3,h,Marshall,5/28/2016,4.5,3181,2,2,2,238,Southern Metropolitan,7717,2180000,Nearby,9
Prahran,2,u,Kay,5/28/2016,4.5,3181,2,2,1,50,Southern Metropolitan,7717,712500,Nearby,7
Prahran,3,h,Jellis,5/28/2016,4.5,3181,3,2,1,272,Southern Metropolitan,7717,1720000,Nearby,9
Preston,3,h,Nelson,5/28/2016,8.8,3072,2,1,1,713,Northern Metropolitan,14577,1186000,Nearby,7
Preston,3,h,Nelson,5/28/2016,8.8,3072,3,1,2,560,Northern Metropolitan,14577,900000,Nearby,9
Preston,3,h,hockingstuart,5/28/2016,8.8,3072,3,1,2,207,Northern Metropolitan,14577,800000,Nearby,9
Preston,3,h,Love,5/28/2016,8.8,3072,3,2,3,427,Northern Metropolitan,14577,1030000,Nearby,11
Preston,4,h,Barry,5/28/2016,8.8,3072,3,2,3,890,Northern Metropolitan,14577,1615000,Nearby,12
Preston,3,h,Barry,5/28/2016,8.8,3072,2,1,1,467,Northern Metropolitan,14577,715000,Nearby,7
Reservoir,3,h,Nelson,5/28/2016,11.2,3073,3,1,2,602,Northern Metropolitan,21650,784000,Nearby,9
Reservoir,4,h,Nelson,5/28/2016,11.2,3073,4,1,2,895,Northern Metropolitan,21650,1186000,Nearby,11
Reservoir,3,h,Barry,5/28/2016,11.2,3073,3,1,1,467,Northern Metropolitan,21650,665000,Nearby,8
Reservoir,2,u,Barry,5/28/2016,11.2,3073,2,1,1,121,Northern Metropolitan,21650,405000,Nearby,6
Reservoir,3,h,hockingstuart,5/28/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,532000,Nearby,10
Reservoir,2,u,Barry,5/28/2016,11.2,3073,2,1,1,139,Northern Metropolitan,21650,431000,Nearby,6
Reservoir,3,t,Barry,5/28/2016,11.2,3073,2,2,1,145,Northern Metropolitan,21650,580000,Nearby,8
Reservoir,4,h,Ray,5/28/2016,11.2,3073,4,2,2,508,Northern Metropolitan,21650,885000,Nearby,12
Reservoir,3,u,Barry,5/28/2016,11.2,3073,1,1,1,50,Northern Metropolitan,21650,550000,Nearby,6
Reservoir,3,h,Nelson,5/28/2016,11.2,3073,3,1,6,807,Northern Metropolitan,21650,718500,Nearby,13
Reservoir,5,h,Nelson,5/28/2016,11.2,3073,3,2,2,548,Northern Metropolitan,21650,762500,Nearby,12
Reservoir,2,h,Barry,5/28/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,615000,Nearby,9
Reservoir,3,h,Barry,5/28/2016,11.2,3073,2,3,6,957,Northern Metropolitan,21650,737000,Nearby,14
Reservoir,3,h,Ray,5/28/2016,11.2,3073,3,3,1,482,Northern Metropolitan,21650,633000,Nearby,10
Richmond,2,h,Biggin,5/28/2016,2.6,3121,2,1,0,127,Northern Metropolitan,14949,827500,Nearby,5
Richmond,4,h,Biggin,5/28/2016,2.6,3121,4,2,1,162,Northern Metropolitan,14949,1500000,Nearby,11
Richmond,2,u,Biggin,5/28/2016,2.6,3121,2,2,1,50,Northern Metropolitan,14949,560000,Nearby,7
Rosanna,3,h,Miles,5/28/2016,11.4,3084,3,3,1,693.5,Eastern Metropolitan,3540,850000,Nearby,10
Rosanna,3,u,Barry,5/28/2016,11.4,3084,3,2,1,217,Eastern Metropolitan,3540,601000,Nearby,9
Seddon,3,h,Sweeney,5/28/2016,6.6,3011,3,3,1,537,Western Metropolitan,2417,822000,Nearby,10
Seddon,4,h,Biggin,5/28/2016,6.6,3011,2,1,0,274,Western Metropolitan,2417,920000,Nearby,7
Seddon,4,h,Jas,5/28/2016,6.6,3011,3,1,1,352,Western Metropolitan,2417,1270000,Nearby,9
South Melbourne,1,u,Biggin,5/28/2016,2.1,3205,1,1,1,50,Southern Metropolitan,5943,600000,Nearby,4
South Melbourne,2,u,Buxton,5/28/2016,2.1,3205,1,1,1,50,Southern Metropolitan,5943,650000,Nearby,5
South Yarra,3,h,Jellis,5/28/2016,3.3,3141,3,2,1,90,Southern Metropolitan,14887,1056800,Nearby,9
South Yarra,1,u,hockingstuart,5/28/2016,3.3,3141,1,1,1,50,Southern Metropolitan,14887,495000,Nearby,4
South Yarra,3,h,Williams,5/28/2016,3.3,3141,3,2,1,350,Southern Metropolitan,14887,2400000,Nearby,9
South Yarra,1,u,Biggin,5/28/2016,3.3,3141,1,1,1,50,Southern Metropolitan,14887,410000,Nearby,4
South Yarra,1,u,Williams,5/28/2016,3.3,3141,2,1,0,50,Southern Metropolitan,14887,260800,Nearby,4
South Yarra,2,h,LITTLE,5/28/2016,3.3,3141,2,1,1,163,Southern Metropolitan,14887,1200000,Nearby,6
South Yarra,3,h,Marshall,5/28/2016,3.3,3141,3,2,1,149,Southern Metropolitan,14887,1540000,Nearby,9
St Kilda,2,u,Whiting,5/28/2016,6.1,3182,2,1,1,50,Southern Metropolitan,13240,700000,Nearby,6
St Kilda,2,u,Cayzer,5/28/2016,6.1,3182,2,1,1,50,Southern Metropolitan,13240,430000,Nearby,6
St Kilda,3,h,Jellis,5/28/2016,6.1,3182,3,1,1,292,Southern Metropolitan,13240,1030000,Nearby,8
St Kilda,2,u,Hodges,5/28/2016,6.1,3182,1,1,1,50,Southern Metropolitan,13240,610000,Nearby,5
St Kilda,1,u,hockingstuart,5/28/2016,6.1,3182,1,1,1,50,Southern Metropolitan,13240,665000,Nearby,4
St Kilda,2,u,Greg,5/28/2016,6.1,3182,2,1,2,1458,Southern Metropolitan,13240,1100000,Nearby,7
Strathmore,4,h,Nelson,5/28/2016,9.7,3041,4,2,2,908,Western Metropolitan,3284,1370000,Nearby,12
Strathmore,4,h,Rendina,5/28/2016,9.7,3041,3,3,1,537,Western Metropolitan,3284,985000,Nearby,11
Strathmore,3,t,Considine,5/28/2016,9.7,3041,2,2,1,200,Western Metropolitan,3284,810000,Nearby,8
Strathmore,3,u,Paul,5/28/2016,9.7,3041,2,2,1,80,Western Metropolitan,3284,750000,Nearby,8
Strathmore,4,h,Considine,5/28/2016,9.7,3041,3,3,1,537,Western Metropolitan,3284,1910000,Nearby,11
Sunshine,2,t,Barry,5/28/2016,12.6,3020,2,2,2,204,Western Metropolitan,3755,410000,Nearby,8
Sunshine,2,h,Douglas,5/28/2016,12.6,3020,2,1,2,465,Western Metropolitan,3755,720000,Nearby,7
Sunshine,3,h,GL,5/28/2016,12.6,3020,3,2,1,286,Western Metropolitan,3755,590000,Nearby,9
Sunshine,3,h,Douglas,5/28/2016,12.6,3020,4,1,1,631,Western Metropolitan,3755,635000,Nearby,9
Sunshine North,4,h,Melbourne,5/28/2016,13.3,3020,3,3,1,537,Western Metropolitan,4217,785000,Nearby,11
Sunshine North,5,h,Douglas,5/28/2016,13.3,3020,4,2,1,786,Western Metropolitan,4217,1000000,Nearby,12
Sunshine West,3,t,Barry,5/28/2016,13.5,3020,3,2,1,333,Western Metropolitan,6763,510000,Nearby,9
Sunshine West,3,h,Calder,5/28/2016,13.5,3020,3,3,1,537,Western Metropolitan,6763,418000,Nearby,10
Surrey Hills,3,h,Woodards,5/28/2016,11.2,3127,4,2,1,536,Southern Metropolitan,5457,1251000,Nearby,10
Surrey Hills,6,h,Noel,5/28/2016,11.2,3127,4,3,2,713,Southern Metropolitan,5457,1650000,Nearby,15
Surrey Hills,2,h,Jellis,5/28/2016,11.2,3127,2,1,1,163,Southern Metropolitan,5457,600000,Nearby,6
